Date,Location,MinTemp,MaxTemp,Rainfall,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm
2008-12-26,Canberra,14.2,30.8,0.0,4.0,17.0,77.0,23.0
2008-12-27,Canberra,14.8,28.6,0.0,0.0,7.0,63.0,67.0
2008-12-28,Canberra,13.2,29.7,33.0,20.0,26.0,79.0,34.0
2008-12-29,Canberra,11.7,27.5,0.0,0.0,31.0,51.0,30.0
2008-12-30,Canberra,11.6,21.8,0.0,26.0,28.0,50.0,44.0
2008-12-31,Canberra,13.5,24.0,0.0,19.0,24.0,38.0,25.0
2009-01-01,Canberra,12.6,27.1,0.0,26.0,41.0,37.0,24.0
2009-01-02,Canberra,12.7,23.8,0.0,7.0,22.0,27.0,16.0
2009-01-03,Canberra,10.0,26.1,0.0,15.0,6.0,63.0,32.0
2009-01-04,Canberra,10.5,30.7,0.0,6.0,11.0,70.0,35.0
2009-01-05,Canberra,13.9,31.8,0.0,6.0,24.0,53.0,11.0
2009-01-06,Canberra,10.4,34.7,0.0,2.0,28.0,45.0,7.0
2009-01-07,Canberra,12.4,36.0,0.0,4.0,35.0,40.0,15.0
2009-01-08,Canberra,16.5,26.7,0.0,11.0,19.0,75.0,37.0
2009-01-09,Canberra,11.4,21.5,0.0,13.0,15.0,60.0,33.0
2009-01-10,Canberra,8.4,24.5,0.0,11.0,9.0,63.0,34.0
2009-01-11,Canberra,9.5,29.3,0.0,6.0,26.0,66.0,26.0
2009-01-12,Canberra,13.8,27.3,2.0,4.0,20.0,74.0,45.0
2009-01-13,Canberra,15.8,33.8,0.0,6.0,13.0,68.0,29.0
2009-01-14,Canberra,15.5,37.6,0.0,7.0,22.0,36.0,18.0
2009-01-15,Canberra,17.8,37.7,0.0,24.0,33.0,27.0,15.0
2009-01-16,Canberra,14.6,29.4,0.0,11.0,31.0,58.0,8.0
2009-01-17,Canberra,7.9,25.0,0.0,19.0,9.0,37.0,12.0
2009-01-18,Canberra,8.0,29.2,0.0,6.0,9.0,63.0,23.0
2009-01-19,Canberra,11.5,33.1,0.0,4.0,13.0,55.0,14.0
2009-01-20,Canberra,14.9,34.3,0.0,4.0,22.0,42.0,40.0
2009-01-21,Canberra,16.7,34.1,21.2,4.0,22.0,71.0,27.0
2009-01-22,Canberra,19.9,29.0,0.0,31.0,41.0,58.0,47.0
2009-01-23,Canberra,18.7,31.3,18.6,24.0,33.0,78.0,44.0
2009-01-24,Canberra,17.7,29.4,10.2,28.0,24.0,72.0,22.0
2009-01-25,Canberra,15.1,27.7,0.0,13.0,6.0,75.0,51.0
2009-01-26,Canberra,13.2,31.2,0.0,6.0,20.0,68.0,30.0
2009-01-27,Canberra,16.7,32.2,0.0,6.0,9.0,79.0,44.0
2009-01-28,Canberra,17.4,34.8,0.0,4.0,6.0,73.0,25.0
2009-01-29,Canberra,18.5,37.0,0.0,4.0,7.0,47.0,20.0
2009-01-30,Canberra,16.4,37.2,0.0,6.0,11.0,52.0,20.0
2009-01-31,Canberra,15.7,38.2,0.0,2.0,7.0,63.0,18.0
2009-02-01,Canberra,19.0,31.9,0.0,9.0,20.0,38.0,23.0
2009-02-02,Canberra,17.0,34.7,0.0,6.0,17.0,70.0,29.0
2009-02-03,Canberra,17.5,31.0,0.6,7.0,31.0,62.0,47.0
2009-02-04,Canberra,17.4,33.8,0.0,6.0,9.0,73.0,35.0
2009-02-05,Canberra,18.7,37.4,0.0,2.0,20.0,71.0,24.0
2009-02-06,Canberra,21.0,39.6,0.0,6.0,24.0,43.0,16.0
2009-02-07,Canberra,20.4,40.0,0.0,2.0,37.0,56.0,16.0
2009-02-08,Canberra,21.1,40.0,0.0,0.0,9.0,36.0,14.0
2009-02-09,Canberra,17.3,26.0,0.0,17.0,11.0,74.0,50.0
2009-02-10,Canberra,12.5,23.8,0.0,13.0,13.0,77.0,58.0
2009-02-11,Canberra,11.2,22.9,0.0,20.0,11.0,52.0,32.0
2009-02-12,Canberra,10.9,16.2,0.0,17.0,20.0,62.0,82.0
2009-02-13,Canberra,11.3,18.1,4.0,19.0,28.0,68.0,48.0
2009-02-14,Canberra,9.1,19.4,0.0,13.0,26.0,61.0,48.0
2009-02-15,Canberra,13.2,21.7,1.0,11.0,26.0,84.0,53.0
2009-02-16,Canberra,13.2,20.5,0.2,11.0,28.0,80.0,49.0
2009-02-17,Canberra,10.1,20.9,0.0,13.0,20.0,59.0,50.0
2009-02-18,Canberra,15.4,24.8,0.0,13.0,13.0,66.0,43.0
2009-02-19,Canberra,11.3,31.2,0.0,6.0,17.0,75.0,22.0
2009-02-20,Canberra,10.9,30.3,0.0,6.0,4.0,86.0,29.0
2009-02-21,Canberra,12.9,27.3,0.0,7.0,9.0,71.0,37.0
2009-02-22,Canberra,11.3,27.9,0.0,0.0,9.0,79.0,42.0
2009-02-23,Canberra,13.7,30.6,0.0,6.0,20.0,73.0,34.0
2009-02-24,Canberra,11.7,31.8,1.2,6.0,30.0,79.0,12.0
2009-02-25,Canberra,12.5,32.3,0.0,2.0,13.0,69.0,7.0
2009-02-26,Canberra,11.0,26.2,0.0,13.0,13.0,58.0,26.0
2009-02-27,Canberra,15.4,29.5,0.0,7.0,11.0,59.0,27.0
2009-02-28,Canberra,13.7,34.8,0.0,0.0,31.0,62.0,12.0
2009-03-01,Canberra,15.5,29.0,0.0,6.0,11.0,69.0,27.0
2009-03-02,Canberra,16.0,26.4,0.0,15.0,20.0,67.0,37.0
2009-03-03,Canberra,16.3,26.2,0.0,2.0,7.0,76.0,51.0
2009-03-04,Canberra,16.3,22.8,0.0,30.0,28.0,43.0,14.0
2009-03-05,Canberra,11.1,22.2,0.0,24.0,20.0,42.0,22.0
2009-03-06,Canberra,5.0,23.6,0.0,9.0,19.0,50.0,22.0
2009-03-07,Canberra,9.6,27.5,0.0,,15.0,72.0,19.0
2009-03-08,Canberra,13.0,24.1,0.0,9.0,20.0,71.0,43.0
2009-03-09,Canberra,14.7,25.9,0.0,7.0,13.0,74.0,42.0
2009-03-10,Canberra,12.5,27.6,0.0,6.0,20.0,73.0,36.0
2009-03-11,Canberra,14.0,25.5,0.0,17.0,17.0,69.0,29.0
2009-03-12,Canberra,15.6,28.6,0.0,7.0,9.0,75.0,32.0
2009-03-13,Canberra,17.1,25.4,0.0,6.0,20.0,77.0,49.0
2009-03-14,Canberra,13.0,27.6,0.0,6.0,22.0,91.0,41.0
2009-03-15,Canberra,11.6,21.2,9.6,24.0,20.0,54.0,20.0
2009-03-16,Canberra,6.1,22.1,0.0,6.0,30.0,53.0,27.0
2009-03-17,Canberra,3.9,24.3,0.0,0.0,6.0,73.0,25.0
2009-03-18,Canberra,7.7,27.2,0.0,4.0,15.0,79.0,18.0
2009-03-19,Canberra,9.0,28.3,0.0,0.0,20.0,62.0,17.0
2009-03-20,Canberra,8.8,30.2,0.0,7.0,7.0,53.0,23.0
2009-03-21,Canberra,9.5,29.6,0.0,7.0,13.0,47.0,17.0
2009-03-22,Canberra,10.1,30.3,0.0,2.0,20.0,82.0,26.0
2009-03-23,Canberra,10.4,31.2,0.0,0.0,24.0,72.0,21.0
2009-03-24,Canberra,11.6,31.9,0.0,4.0,31.0,63.0,18.0
2009-03-25,Canberra,14.3,30.7,0.0,4.0,31.0,49.0,26.0
2009-03-26,Canberra,12.1,28.7,0.0,4.0,19.0,66.0,37.0
2009-03-27,Canberra,13.5,25.0,0.6,6.0,11.0,79.0,33.0
2009-03-28,Canberra,13.7,26.8,0.0,9.0,17.0,67.0,33.0
2009-03-29,Canberra,9.2,29.7,0.0,7.0,9.0,78.0,12.0
2009-03-30,Canberra,10.1,24.4,0.0,9.0,19.0,63.0,40.0
2009-03-31,Canberra,13.5,22.8,0.0,15.0,26.0,74.0,38.0
2009-04-01,Canberra,15.1,21.2,0.4,13.0,17.0,74.0,84.0
2009-04-02,Canberra,15.1,22.9,1.2,9.0,20.0,91.0,61.0
2009-04-03,Canberra,14.5,28.6,0.0,9.0,24.0,72.0,39.0
2009-04-04,Canberra,13.1,21.5,17.8,7.0,6.0,78.0,42.0
2009-04-05,Canberra,11.0,22.1,0.0,6.0,20.0,69.0,35.0
2009-04-06,Canberra,7.6,20.8,0.0,6.0,6.0,67.0,37.0
2009-04-07,Canberra,7.3,21.0,0.0,13.0,9.0,52.0,20.0
2009-04-08,Canberra,6.4,22.2,0.0,4.0,7.0,65.0,29.0
2009-04-09,Canberra,8.8,23.4,0.0,6.0,13.0,65.0,28.0
2009-04-10,Canberra,9.0,21.4,0.0,4.0,9.0,85.0,53.0
2009-04-11,Canberra,7.9,23.7,0.6,6.0,11.0,83.0,47.0
2009-04-12,Canberra,11.9,23.5,6.2,4.0,13.0,87.0,42.0
2009-04-13,Canberra,9.6,20.2,0.0,4.0,19.0,79.0,68.0
2009-04-14,Canberra,12.9,21.5,26.6,6.0,13.0,94.0,87.0
2009-04-15,Canberra,7.7,23.7,0.8,20.0,46.0,71.0,27.0
2009-04-16,Canberra,2.9,19.0,0.0,0.0,28.0,57.0,25.0
2009-04-17,Canberra,2.8,20.7,0.0,2.0,7.0,64.0,31.0
2009-04-18,Canberra,5.6,22.1,0.0,2.0,7.0,74.0,34.0
2009-04-19,Canberra,6.7,19.3,0.0,20.0,20.0,62.0,55.0
2009-04-20,Canberra,8.8,17.3,0.0,15.0,24.0,60.0,49.0
2009-04-21,Canberra,9.5,17.9,0.0,17.0,20.0,62.0,48.0
2009-04-22,Canberra,7.4,17.8,0.0,11.0,20.0,75.0,56.0
2009-04-23,Canberra,9.8,19.4,0.2,11.0,7.0,69.0,44.0
2009-04-24,Canberra,7.0,16.8,0.0,0.0,15.0,91.0,75.0
2009-04-25,Canberra,10.4,14.9,5.2,28.0,24.0,88.0,69.0
2009-04-26,Canberra,7.2,11.7,10.6,19.0,31.0,60.0,62.0
2009-04-27,Canberra,5.4,10.8,3.0,17.0,22.0,63.0,59.0
2009-04-28,Canberra,6.6,14.1,0.0,24.0,22.0,74.0,41.0
2009-04-29,Canberra,1.8,13.0,0.0,6.0,0.0,60.0,39.0
2009-04-30,Canberra,2.9,16.6,0.0,9.0,9.0,66.0,35.0
2009-05-01,Canberra,0.8,16.5,0.0,4.0,22.0,99.0,45.0
2009-05-02,Canberra,1.0,18.1,0.0,4.0,4.0,67.0,38.0
2009-05-03,Canberra,4.4,18.5,0.0,6.0,7.0,79.0,38.0
2009-05-04,Canberra,1.4,19.1,0.0,4.0,7.0,85.0,36.0
2009-05-05,Canberra,4.6,18.1,0.0,6.0,9.0,72.0,43.0
2009-05-06,Canberra,4.0,17.1,0.0,4.0,15.0,95.0,51.0
2009-05-07,Canberra,-0.5,17.2,0.0,0.0,9.0,80.0,47.0
2009-05-08,Canberra,3.1,17.3,0.0,7.0,6.0,66.0,31.0
2009-05-09,Canberra,0.4,19.8,0.0,2.0,9.0,79.0,36.0
2009-05-10,Canberra,3.5,17.0,0.0,11.0,19.0,70.0,44.0
2009-05-11,Canberra,0.2,16.8,0.0,6.0,7.0,76.0,40.0
2009-05-12,Canberra,1.4,16.8,0.0,2.0,15.0,81.0,44.0
2009-05-13,Canberra,-0.4,15.7,0.0,0.0,28.0,86.0,41.0
2009-05-14,Canberra,5.1,13.9,0.0,19.0,24.0,53.0,58.0
2009-05-15,Canberra,9.8,14.4,0.0,28.0,33.0,56.0,61.0
2009-05-16,Canberra,10.6,15.9,1.6,31.0,22.0,66.0,44.0
2009-05-17,Canberra,0.3,16.3,0.0,7.0,11.0,78.0,39.0
2009-05-18,Canberra,0.5,16.6,0.0,9.0,11.0,68.0,47.0
2009-05-19,Canberra,4.2,17.5,0.0,4.0,20.0,85.0,60.0
2009-05-20,Canberra,7.2,16.1,0.0,6.0,26.0,74.0,56.0
2009-05-21,Canberra,7.4,16.3,0.0,13.0,24.0,71.0,47.0
2009-05-22,Canberra,10.1,15.6,0.2,15.0,24.0,80.0,68.0
2009-05-23,Canberra,10.1,17.6,0.4,9.0,24.0,71.0,52.0
2009-05-24,Canberra,9.0,17.6,0.0,7.0,13.0,81.0,50.0
2009-05-25,Canberra,6.4,18.2,0.0,0.0,15.0,82.0,53.0
2009-05-26,Canberra,5.0,14.3,0.0,6.0,17.0,79.0,81.0
2009-05-27,Canberra,9.4,16.8,0.0,0.0,13.0,88.0,56.0
2009-05-28,Canberra,2.9,14.7,0.0,7.0,7.0,77.0,54.0
2009-05-29,Canberra,2.6,12.9,0.0,15.0,24.0,72.0,49.0
2009-05-30,Canberra,1.3,13.6,0.0,6.0,20.0,78.0,53.0
2009-05-31,Canberra,5.4,13.8,0.2,13.0,17.0,86.0,76.0
2009-06-01,Canberra,6.1,13.2,0.4,0.0,15.0,89.0,57.0
2009-06-02,Canberra,5.7,16.2,0.0,6.0,13.0,80.0,63.0
2009-06-03,Canberra,9.0,14.5,1.6,9.0,17.0,89.0,87.0
2009-06-04,Canberra,7.0,13.2,8.2,6.0,0.0,95.0,85.0
2009-06-05,Canberra,10.0,15.2,2.2,6.0,7.0,92.0,63.0
2009-06-06,Canberra,1.6,12.6,1.2,2.0,28.0,100.0,72.0
2009-06-07,Canberra,4.5,11.5,0.6,19.0,20.0,87.0,72.0
2009-06-08,Canberra,7.0,12.2,2.6,24.0,20.0,76.0,74.0
2009-06-09,Canberra,4.7,9.1,0.2,24.0,35.0,65.0,80.0
2009-06-10,Canberra,2.3,9.3,2.0,20.0,20.0,53.0,36.0
2009-06-11,Canberra,-5.8,9.0,0.0,0.0,7.0,86.0,52.0
2009-06-12,Canberra,-2.2,4.1,0.2,6.0,11.0,96.0,84.0
2009-06-13,Canberra,0.6,11.5,0.0,6.0,22.0,96.0,39.0
2009-06-14,Canberra,-1.3,13.8,0.2,2.0,15.0,88.0,47.0
2009-06-15,Canberra,0.7,12.6,0.2,0.0,13.0,100.0,50.0
2009-06-16,Canberra,1.3,13.1,0.0,15.0,13.0,74.0,54.0
2009-06-17,Canberra,1.8,14.5,0.0,7.0,11.0,81.0,47.0
2009-06-18,Canberra,-1.0,13.0,0.0,6.0,9.0,84.0,57.0
2009-06-19,Canberra,-0.7,14.3,0.0,4.0,15.0,86.0,45.0
2009-06-20,Canberra,0.4,14.7,0.0,4.0,13.0,88.0,58.0
2009-06-21,Canberra,8.0,13.7,11.0,2.0,4.0,99.0,68.0
2009-06-22,Canberra,4.1,12.9,2.2,6.0,6.0,100.0,79.0
2009-06-23,Canberra,4.4,10.6,0.2,7.0,4.0,99.0,81.0
2009-06-24,Canberra,-0.2,13.1,1.0,9.0,11.0,97.0,58.0
2009-06-25,Canberra,0.6,12.5,0.2,7.0,26.0,86.0,57.0
2009-06-26,Canberra,3.1,12.5,0.0,0.0,13.0,91.0,54.0
2009-06-27,Canberra,5.5,15.2,0.0,4.0,13.0,82.0,49.0
2009-06-28,Canberra,7.8,14.2,1.2,6.0,15.0,95.0,65.0
2009-06-29,Canberra,6.5,12.8,0.0,19.0,17.0,87.0,71.0
2009-06-30,Canberra,8.0,16.8,0.0,19.0,35.0,82.0,54.0
2009-07-01,Canberra,7.5,12.9,9.8,30.0,35.0,76.0,57.0
2009-07-02,Canberra,6.5,10.8,0.6,19.0,33.0,77.0,70.0
2009-07-03,Canberra,5.2,10.7,3.4,28.0,17.0,68.0,55.0
2009-07-04,Canberra,3.7,11.1,0.0,11.0,28.0,68.0,66.0
2009-07-05,Canberra,2.4,11.8,0.0,4.0,19.0,61.0,51.0
2009-07-06,Canberra,-3.1,8.9,0.0,2.0,9.0,99.0,58.0
2009-07-07,Canberra,-2.9,10.8,0.2,17.0,17.0,70.0,38.0
2009-07-08,Canberra,-1.9,10.9,0.0,0.0,20.0,86.0,73.0
2009-07-09,Canberra,0.6,12.8,0.0,9.0,11.0,85.0,53.0
2009-07-10,Canberra,0.7,13.6,0.0,7.0,11.0,90.0,50.0
2009-07-11,Canberra,3.9,12.8,0.0,6.0,6.0,90.0,65.0
2009-07-12,Canberra,5.6,14.6,0.0,24.0,30.0,73.0,55.0
2009-07-13,Canberra,4.9,12.7,0.0,20.0,24.0,67.0,55.0
2009-07-14,Canberra,4.5,10.2,0.0,24.0,24.0,81.0,74.0
2009-07-15,Canberra,-1.6,11.1,0.0,6.0,6.0,94.0,52.0
2009-07-16,Canberra,-1.6,10.5,0.0,6.0,19.0,96.0,55.0
2009-07-17,Canberra,0.6,13.6,0.0,19.0,2.0,66.0,47.0
2009-07-18,Canberra,-3.4,11.8,0.0,0.0,26.0,,53.0
2009-07-19,Canberra,-0.4,13.5,0.0,17.0,26.0,67.0,51.0
2009-07-20,Canberra,1.3,13.9,0.0,26.0,20.0,63.0,50.0
2009-07-21,Canberra,-0.8,16.3,0.0,0.0,20.0,84.0,39.0
2009-07-22,Canberra,4.4,17.2,0.0,20.0,31.0,76.0,86.0
2009-07-23,Canberra,5.2,10.2,7.0,20.0,7.0,82.0,63.0
2009-07-24,Canberra,-3.2,11.1,3.0,4.0,24.0,,57.0
2009-07-25,Canberra,-2.3,11.8,0.2,4.0,22.0,89.0,45.0
2009-07-26,Canberra,-1.0,11.0,0.0,6.0,20.0,86.0,79.0
2009-07-27,Canberra,-1.0,12.0,6.2,4.0,30.0,98.0,52.0
2009-07-28,Canberra,1.7,12.5,0.0,20.0,30.0,71.0,56.0
2009-07-29,Canberra,3.8,13.8,0.0,19.0,26.0,80.0,58.0
2009-07-30,Canberra,0.4,12.6,0.0,7.0,30.0,98.0,54.0
2009-07-31,Canberra,1.8,14.3,0.0,20.0,24.0,71.0,62.0
2009-08-01,Canberra,-2.4,13.7,0.0,,,83.0,46.0
2009-08-02,Canberra,-2.7,12.4,0.0,,,94.0,62.0
2009-08-03,Canberra,1.2,15.9,0.0,,,61.0,19.0
2009-08-04,Canberra,-0.7,13.4,0.0,,,90.0,39.0
2009-08-05,Canberra,-2.1,13.2,0.0,,,80.0,58.0
2009-08-06,Canberra,3.3,15.8,0.0,,,72.0,46.0
2009-08-07,Canberra,5.8,15.2,0.0,,,55.0,53.0
2009-08-08,Canberra,-4.7,13.7,0.0,,,68.0,25.0
2009-08-09,Canberra,-5.0,13.5,0.0,,,84.0,37.0
2009-08-10,Canberra,-3.6,15.2,0.0,,,73.0,34.0
2009-08-11,Canberra,2.7,15.5,1.6,,,91.0,86.0
2009-08-12,Canberra,1.5,12.9,11.0,,,87.0,62.0
2009-08-13,Canberra,4.5,15.5,0.2,,,78.0,45.0
2009-08-14,Canberra,0.8,15.0,0.0,,,99.0,56.0
2009-08-15,Canberra,-1.4,17.7,0.0,,,99.0,47.0
2009-08-16,Canberra,-1.6,15.2,0.0,,,83.0,57.0
2009-08-17,Canberra,5.6,13.7,1.4,,,57.0,33.0
2009-08-18,Canberra,-3.8,15.1,0.0,,,81.0,28.0
2009-08-19,Canberra,-2.4,16.2,0.0,,,78.0,32.0
2009-08-20,Canberra,3.3,17.9,0.0,,,64.0,36.0
2009-08-21,Canberra,2.1,12.4,0.0,,,62.0,87.0
2009-08-22,Canberra,3.2,13.9,11.4,,,65.0,44.0
2009-08-23,Canberra,8.2,18.9,1.6,,,75.0,53.0
2009-08-24,Canberra,11.5,14.9,0.0,,,70.0,58.0
2009-08-25,Canberra,5.5,10.9,0.4,,,60.0,41.0
2009-08-26,Canberra,3.8,11.3,1.0,,,52.0,52.0
2009-08-27,Canberra,4.7,16.1,0.0,,,56.0,31.0
2009-08-28,Canberra,1.6,18.7,0.0,,,44.0,22.0
2009-08-29,Canberra,6.9,17.5,1.6,,,92.0,76.0
2009-08-30,Canberra,5.8,11.2,6.2,,,65.0,45.0
2009-08-31,Canberra,5.1,13.4,0.0,,,70.0,59.0
2009-09-01,Canberra,5.3,15.3,0.4,,,46.0,37.0
2009-09-02,Canberra,-2.5,16.3,0.0,,,78.0,28.0
2009-09-03,Canberra,1.1,17.6,0.0,,,91.0,61.0
2009-09-04,Canberra,6.4,18.9,0.6,,,83.0,40.0
2009-09-05,Canberra,-1.0,15.8,0.0,,,61.0,35.0
2009-09-06,Canberra,-4.5,16.1,0.0,,,76.0,27.0
2009-09-07,Canberra,1.9,12.0,5.0,,,95.0,93.0
2009-09-08,Canberra,0.9,14.9,5.2,,,77.0,63.0
2009-09-09,Canberra,2.1,13.7,2.2,,,75.0,55.0
2009-09-10,Canberra,5.5,14.4,0.0,,,53.0,46.0
2009-09-11,Canberra,-1.6,17.6,0.0,,,73.0,28.0
2009-09-12,Canberra,4.6,22.4,0.0,,,42.0,31.0
2009-09-13,Canberra,4.5,25.2,0.0,,,31.0,19.0
2009-09-14,Canberra,8.0,19.6,0.0,,,50.0,21.0
2009-09-15,Canberra,4.2,19.1,0.0,,,76.0,30.0
2009-09-16,Canberra,0.1,23.6,0.0,,,72.0,38.0
2009-09-17,Canberra,6.4,23.4,0.2,,,83.0,44.0
2009-09-18,Canberra,10.1,20.4,4.8,,,74.0,45.0
2009-09-19,Canberra,8.5,19.9,0.0,,,85.0,31.0
2009-09-20,Canberra,3.7,22.6,0.0,,,63.0,37.0
2009-09-21,Canberra,1.5,20.4,0.0,,,69.0,15.0
2009-09-22,Canberra,11.4,21.2,4.8,,,69.0,59.0
2009-09-23,Canberra,7.4,14.4,27.0,,,87.0,57.0
2009-09-24,Canberra,7.6,16.1,0.0,,,46.0,38.0
2009-09-25,Canberra,2.2,19.8,0.0,,,55.0,34.0
2009-09-26,Canberra,5.6,10.6,3.4,,,73.0,80.0
2009-09-27,Canberra,2.7,9.2,3.4,,,69.0,78.0
2009-09-28,Canberra,3.9,14.7,0.0,,,66.0,58.0
2009-09-29,Canberra,4.3,15.7,0.0,,,66.0,43.0
2009-09-30,Canberra,0.1,19.3,0.0,,,56.0,26.0
2009-10-01,Canberra,1.8,25.6,0.0,,,26.0,19.0
2009-10-02,Canberra,7.0,17.3,0.0,,,75.0,58.0
2009-10-03,Canberra,8.0,11.6,7.4,,,80.0,67.0
2009-10-04,Canberra,6.6,12.4,3.0,,,71.0,68.0
2009-10-05,Canberra,8.6,16.3,0.2,,,84.0,65.0
2009-10-06,Canberra,2.6,16.2,4.0,,,93.0,43.0
2009-10-07,Canberra,-0.6,11.0,1.2,,,94.0,56.0
2009-10-08,Canberra,4.2,13.9,1.6,,,58.0,40.0
2009-10-09,Canberra,-1.5,15.7,0.0,,,62.0,48.0
2009-10-10,Canberra,1.2,15.8,0.0,,,65.0,37.0
2009-10-11,Canberra,2.8,17.4,0.0,,,73.0,65.0
2009-10-12,Canberra,2.2,15.2,1.0,,,89.0,78.0
2009-10-13,Canberra,7.8,15.6,1.8,,,61.0,48.0
2009-10-14,Canberra,8.5,14.5,2.2,,,84.0,52.0
2009-10-15,Canberra,8.9,14.1,0.6,,,58.0,76.0
2009-10-16,Canberra,2.8,16.0,3.0,,,54.0,44.0
2009-10-17,Canberra,0.2,17.0,1.0,,,81.0,47.0
2009-10-18,Canberra,8.4,18.5,3.8,,,75.0,37.0
2009-10-19,Canberra,4.4,20.8,0.0,,,75.0,43.0
2009-10-20,Canberra,5.9,25.0,0.0,,,88.0,23.0
2009-10-21,Canberra,3.9,29.1,0.0,,,54.0,17.0
2009-10-22,Canberra,11.6,26.8,0.0,,,74.0,34.0
2009-10-23,Canberra,12.2,24.7,0.0,,,77.0,21.0
2009-10-24,Canberra,8.0,26.1,0.0,,,75.0,30.0
2009-10-25,Canberra,8.2,18.8,0.0,,,73.0,55.0
2009-10-26,Canberra,8.0,15.3,14.0,,,65.0,52.0
2009-10-27,Canberra,6.4,19.5,0.2,,,69.0,58.0
2009-10-28,Canberra,9.1,25.0,0.0,,,81.0,57.0
2009-10-29,Canberra,12.8,20.8,0.0,,,74.0,61.0
2009-10-30,Canberra,8.9,28.4,0.0,,,86.0,31.0
2009-10-31,Canberra,10.0,28.8,0.0,,,72.0,37.0
2009-11-01,Canberra,11.5,32.2,0.0,,,72.0,34.0
2009-11-02,Canberra,13.7,33.4,0.0,,,68.0,24.0
2009-11-03,Canberra,14.8,32.1,0.8,,,50.0,25.0
2009-11-04,Canberra,8.9,25.0,0.0,,,62.0,28.0
2009-11-05,Canberra,10.2,19.1,0.0,,,64.0,59.0
2009-11-06,Canberra,10.8,20.8,0.0,,,75.0,57.0
2009-11-07,Canberra,9.2,25.1,0.0,,,74.0,39.0
2009-11-08,Canberra,7.6,,0.0,,,69.0,8.0
2009-11-09,Canberra,,31.7,0.0,,,,16.0
2009-11-10,Canberra,8.9,33.2,0.0,,,53.0,7.0
2009-11-11,Canberra,9.8,33.7,0.0,,,29.0,12.0
2009-11-12,Canberra,10.3,35.5,0.0,,,33.0,13.0
2009-11-13,Canberra,13.9,27.0,0.0,,,58.0,37.0
2009-11-14,Canberra,7.4,33.3,0.0,,,61.0,23.0
2009-11-15,Canberra,12.3,34.1,0.0,,,23.0,
2009-11-16,Canberra,12.0,34.5,0.0,,,72.0,15.0
2009-11-17,Canberra,10.5,28.0,0.0,,,44.0,23.0
2009-11-18,Canberra,13.0,31.9,0.0,,,59.0,19.0
2009-11-19,Canberra,12.9,39.2,0.0,,,44.0,9.0
2009-11-20,Canberra,16.3,39.9,0.0,,,32.0,41.0
2009-11-21,Canberra,18.4,30.3,0.8,,,43.0,31.0
2009-11-22,Canberra,17.6,30.3,0.0,,,54.0,41.0
2009-11-23,Canberra,14.5,18.5,0.0,,,70.0,78.0
2009-11-24,Canberra,12.3,21.2,1.8,,,78.0,61.0
2009-11-25,Canberra,11.8,34.6,0.0,,,60.0,23.0
2009-11-26,Canberra,14.4,32.8,0.0,,,55.0,23.0
2009-11-27,Canberra,13.4,26.2,10.6,,,70.0,43.0
2009-11-28,Canberra,12.4,28.6,0.0,,,45.0,18.0
2009-11-29,Canberra,12.9,20.2,0.0,,,36.0,67.0
